axis_ratio,removal,seed,eigengap,axis_drift_degrees
2.0,0.01,7,0.7491561810208687,0.07446711654731689
2.0,0.1,7,0.7455715141928257,0.17524294328669757
2.0,0.5,7,0.7568135060357015,0.5780687691352355
2.0,0.9,7,0.7424909842284901,0.7682613094515345
2.0,0.01,8,0.7497300428376243,0.06923523364407498
2.0,0.1,8,0.749635041190696,0.006219606766406121
2.0,0.5,8,0.7619520104722605,0.03718081468899998
2.0,0.9,8,0.719146896199718,0.2447041135653715
2.0,0.01,9,0.7508952481637061,0.014221443080216197
2.0,0.1,9,0.7501327809572377,0.4462592901053507
2.0,0.5,9,0.7500657770660811,1.2152810832635528
2.0,0.9,9,0.7761370629849238,1.3169525283232946
2.0,0.01,10,0.7501612125153873,0.04876728520644545
2.0,0.1,10,0.748431335685037,0.17148006315735617
2.0,0.5,10,0.7362370858307941,0.07693022398607345
2.0,0.9,10,0.7643545628252969,1.1989469981741852
2.0,0.01,11,0.7508673605916402,0.02324711784582621
2.0,0.1,11,0.7496186781446693,0.0611729151521871
2.0,0.5,11,0.750938943791423,0.6236776369487139
2.0,0.9,11,0.6893293246614022,0.03306680956454594
2.0,0.01,12,0.7488020430700698,0.007794726577218154
2.0,0.1,12,0.7484363761715296,0.10370524137468153
2.0,0.5,12,0.7570917543237123,0.13823338614726538
2.0,0.9,12,0.7512890403099115,2.153138857370645
2.0,0.01,13,0.7508338870551728,0.08987659619429848
2.0,0.1,13,0.7512971546468443,0.03629859037563406
2.0,0.5,13,0.7432212468360588,0.012663843726306223
2.0,0.9,13,0.7467035057200527,0.4712203197243687
2.0,0.01,14,0.75047103433172,0.057046442744189824
2.0,0.1,14,0.7483774737276168,0.17453076824105127
2.0,0.5,14,0.7550002948674471,0.9323466117847059
2.0,0.9,14,0.7311733726608206,1.3905487264090923
2.0,0.01,15,0.7509163754839617,0.0738176005951914
2.0,0.1,15,0.7495433057122074,0.12223414833108695
2.0,0.5,15,0.7614192849270852,0.03907664119025576
2.0,0.9,15,0.701530808356383,3.7141321900720436
2.0,0.01,16,0.7501802179478153,0.08666536278996968
2.0,0.1,16,0.7523772771166155,0.2682865635443102
2.0,0.5,16,0.7371752746053606,1.0853968707630302
2.0,0.9,16,0.7201351592288032,2.9553502812468135
2.0,0.01,17,0.7497885173051173,0.1026169270405633
2.0,0.1,17,0.750779160748839,0.15501164978428375
2.0,0.5,17,0.7575334240299095,0.1722640638213599
2.0,0.9,17,0.7383939539626959,0.831338514886041
2.0,0.01,18,0.7487443391465693,0.08519441047737328
2.0,0.1,18,0.7512059317151525,0.2183399123136451
2.0,0.5,18,0.7450410801644143,0.01966113716349526
2.0,0.9,18,0.7444114753805736,5.483107306933543
2.0,0.01,19,0.7490231369658922,0.02476416425511243
2.0,0.1,19,0.7519603480569533,0.42555999953717444
2.0,0.5,19,0.7547566864199585,0.3619119559889058
2.0,0.9,19,0.7458890360763989,0.27822879355977337
2.0,0.01,20,0.7503467869195658,0.00020235336001243954
2.0,0.1,20,0.7513019684675011,0.13618608796980286
2.0,0.5,20,0.745431886973048,1.806320377502203
2.0,0.9,20,0.7340268080767416,0.5866315082041466
2.0,0.01,21,0.750472806649165,0.11059020273708156
2.0,0.1,21,0.7488554639445614,0.1727346298910442
2.0,0.5,21,0.7424466832157857,0.18268445900341243
2.0,0.9,21,0.7865804956488964,1.44768044899399
2.0,0.01,22,0.74946151872841,0.05561218411461513
2.0,0.1,22,0.7520320671048802,0.05053343199153986
2.0,0.5,22,0.7436111450466351,1.018906478861432
2.0,0.9,22,0.7402756569358669,2.8585406519042906
2.0,0.01,23,0.7493689154398412,0.008758301913013192
2.0,0.1,23,0.74861532336174,0.0694784630137409
2.0,0.5,23,0.7480731815000367,0.5617674458262067
2.0,0.9,23,0.7331263259314724,0.22338315472005535
2.0,0.01,24,0.7503840247045059,0.15753202686901388
2.0,0.1,24,0.7499045744086831,0.035842173351751105
2.0,0.5,24,0.7421848446458691,0.523615062239936
2.0,0.9,24,0.7349580820889318,0.6607276439701407
2.0,0.01,25,0.7499723366632751,0.018333925974821107
2.0,0.1,25,0.7480981809331695,0.12672231748065638
2.0,0.5,25,0.7441373639511774,0.22280017208128994
2.0,0.9,25,0.7773820720455906,0.2870709894584664
2.0,0.01,26,0.750591736235109,0.03832641590199659
2.0,0.1,26,0.7537860715947263,0.09247686399448778
2.0,0.5,26,0.7549079888098392,1.2585586366255703
2.0,0.9,26,0.7966403425579651,2.1976168768068125
2.0,0.01,27,0.7491367258085007,0.054739599958496955
2.0,0.1,27,0.7509241056782466,0.22036226116962587
2.0,0.5,27,0.7437211311425339,0.17165896016371718
2.0,0.9,27,0.6869969714797981,2.6018234832675238
2.0,0.01,28,0.7506676503363648,0.005762303096710191
2.0,0.1,28,0.7522233683285711,0.0662738900450375
2.0,0.5,28,0.7570909874984108,0.1435187009278383
2.0,0.9,28,0.7376754754806862,1.2957474680554997
2.0,0.01,29,0.7503966289902873,0.0024819354088282375
2.0,0.1,29,0.7484427629444674,0.2263463717143075
2.0,0.5,29,0.7416805616074922,0.370239203178644
2.0,0.9,29,0.7357043801586247,2.1850713361118532
5.0,0.01,0,0.9600238960177766,0.007258341833023187
5.0,0.1,0,0.9605729454926202,0.05206728964502681
5.0,0.5,0,0.9579736371598945,0.18180334918949193
5.0,0.9,0,0.961471424018551,0.21106228228782606
5.0,0.01,1,0.9601761061946127,0.016440514500114016
5.0,0.1,1,0.9597865653217299,0.005890252885107151
5.0,0.5,1,0.9611242711879238,0.013171462897583726
5.0,0.9,1,0.9523403117009592,0.33179332792294475
5.0,0.01,2,0.959969389435922,0.007371531949704156
5.0,0.1,2,0.9593424331756747,0.007735805563661014
5.0,0.5,2,0.9596068242953021,0.10606345771925883
5.0,0.9,2,0.9648147055094388,0.43324284512373423
5.0,0.01,3,0.9603107248226862,0.000759661863987575
5.0,0.1,3,0.9600095057310283,0.028155043096906033
5.0,0.5,3,0.9611393865990511,0.14676663296663023
5.0,0.9,3,0.9605858090186533,0.017070159127931764
5.0,0.01,4,0.9600641769467742,0.0456415404290637
5.0,0.1,4,0.9598791371943145,0.05857575346764423
5.0,0.5,4,0.9605277754659333,0.012073910081474123
5.0,0.9,4,0.9583163569601333,0.6181705731513734
5.0,0.01,5,0.9598813686842456,0.00476671285083709
5.0,0.1,5,0.9598463825904404,0.028037318164338083
5.0,0.5,5,0.9607458927053077,0.3246057434131708
5.0,0.9,5,0.9615770560466864,0.2138362121901504
5.0,0.01,6,0.9598164723107069,0.017512391821862837
5.0,0.1,6,0.9600851107596216,0.06499119238939369
5.0,0.5,6,0.9603179905061643,0.009794919945305758
5.0,0.9,6,0.9632924717371344,0.7929527769926439
5.0,0.01,7,0.9598649000679588,0.023248065740415557
5.0,0.1,7,0.9592909450237237,0.05448032596895723
5.0,0.5,7,0.961084920890532,0.18208295887780182
5.0,0.9,7,0.9587889189528448,0.23798022071677175
5.0,0.01,8,0.9599567301354154,0.021629199385136095
5.0,0.1,8,0.9599416059712294,0.001942799405142555
5.0,0.5,8,0.9619123003314257,0.0117806985895163
5.0,0.9,8,0.9550624664934708,0.07370336262017638
5.0,0.01,9,0.9601432364799528,0.0044488420261046355
5.0,0.1,9,0.9600180611735225,0.1394785572571644
5.0,0.5,9,0.9599869021967331,0.37982317847841573
5.0,0.9,9,0.9641563296109164,0.42407152500408135
5.0,0.01,10,0.9600257559858912,0.015242644089252886
5.0,0.1,10,0.9597485413587207,0.053489474964749345
5.0,0.5,10,0.9577978354821397,0.02365379672613154
5.0,0.9,10,0.962274692630992,0.3809506086053023
5.0,0.01,11,0.9601387690731764,0.007272074710801907
5.0,0.1,11,0.9599389285928622,0.019108033345897665
5.0,0.5,11,0.9601440264526585,0.1951152724015667
5.0,0.9,11,0.9502926717696741,0.00959448481145066
5.0,0.01,12,0.9598083259162565,0.0024324468183387076
5.0,0.1,12,0.9597496474322698,0.03234876461495404
5.0,0.5,12,0.961134381314987,0.04355494763199925
5.0,0.9,12,0.9601323059300034,0.6739725608036781
5.0,0.01,13,0.9601332930507015,0.028113764528112296
5.0,0.1,13,0.9602075237496968,0.011360472662148135
5.0,0.5,13,0.9589153968803327,0.003926118007299895
5.0,0.9,13,0.9594689766787456,0.14669076446185003
5.0,0.01,14,0.9600753135184935,0.017836811198497036
5.0,0.1,14,0.9597399064153362,0.05443764879974298
5.0,0.5,14,0.9607863416092102,0.293065370278278
5.0,0.9,14,0.9569552076019648,0.42499567934209603
5.0,0.01,15,0.960146533160673,0.02309266275084541
5.0,0.1,15,0.9599266896586129,0.03817783638111045
5.0,0.5,15,0.9618270619737226,0.012373829018200293
5.0,0.9,15,0.9519959065641316,1.0948302873361353
5.0,0.01,16,0.9600287148156288,0.027088626767891436
5.0,0.1,16,0.9603792210096506,0.08407219207392093
5.0,0.5,16,0.9579285293326465,0.3341126300490086
5.0,0.9,16,0.9550704758584648,0.8914126581217803
5.0,0.01,17,0.9599659942637184,0.032059888564455234
5.0,0.1,17,0.9601242822918601,0.048485207871622235
5.0,0.5,17,0.9612048835288688,0.054305116837862065
5.0,0.9,17,0.9581316220924837,0.25627419339645174
5.0,0.01,18,0.959798977776863,0.02658425008307959
5.0,0.1,18,0.9601921892818112,0.06832730863112584
5.0,0.5,18,0.9592065665581534,0.006108529864733217
5.0,0.9,18,0.9586144731019882,1.7039258131262995
5.0,0.01,19,0.9598436920798725,0.0077299803630673765
5.0,0.1,19,0.9603107754744878,0.1332923677076189
5.0,0.5,19,0.9607590035411089,0.11372513241147542
5.0,0.9,19,0.9593409934413003,0.08652942268184965
5.0,0.01,20,0.9600554859064763,6.325996064095875e-05
5.0,0.1,20,0.9602080194445368,0.04262280930465134
5.0,0.5,20,0.9592162165119184,0.5615235777403346
5.0,0.9,20,0.957438543086824,0.17989877787008043
5.0,0.01,21,0.960075453735286,0.034578514239104144
5.0,0.1,21,0.9598163955141232,0.05390753276310157
5.0,0.5,21,0.9587909243121151,0.05658524003620588
5.0,0.9,21,0.9658230395988475,0.4716314406155433
5.0,0.01,22,0.9599137934611421,0.01736789048110612
5.0,0.1,22,0.9603250901340349,0.0158291242819046
5.0,0.5,22,0.9589608795232195,0.31604288494601146
5.0,0.9,22,0.9583096632954821,0.8833671845221929
5.0,0.01,23,0.9598990252414398,0.0027349540372473636
5.0,0.1,23,0.9597783742361558,0.021676940222417684
5.0,0.5,23,0.9596866343196188,0.17515938352583382
5.0,0.9,23,0.957299377073823,0.06842923874433872
5.0,0.01,24,0.9600610475096085,0.04925085372092733
5.0,0.1,24,0.9599847113549924,0.011199432667410851
5.0,0.5,24,0.9587450944223131,0.16213723869934016
5.0,0.9,24,0.9575860209772662,0.20284747279407006
5.0,0.01,25,0.9599955684901266,0.00572916699388127
5.0,0.1,25,0.9596954507542053,0.039512851573372657
5.0,0.5,25,0.9590611713079428,0.06914848032662062
5.0,0.9,25,0.9643799206049974,0.09256280960874541
5.0,0.01,26,0.9600946543455517,0.01198527319073781
5.0,0.1,26,0.960605636164908,0.02902659736348062
5.0,0.5,26,0.9607602936899821,0.3955713394619651
5.0,0.9,26,0.9673961651462979,0.7239891541472544
5.0,0.01,27,0.9598618280922427,0.017088895736514495
5.0,0.1,27,0.9601470823532167,0.06893755045328577
5.0,0.5,27,0.9589949014415488,0.05325010670326315
5.0,0.9,27,0.9497938827806165,0.7527661907544585
5.0,0.01,28,0.9601068235238097,0.0018021222277137554
5.0,0.1,28,0.9603556691343508,0.020764295645344294
5.0,0.5,28,0.9611342352912715,0.045220221168361406
5.0,0.9,28,0.9580002982352163,0.3991073143460165
5.0,0.01,29,0.9600634605400434,0.0007759632996431745
5.0,0.1,29,0.9597500191227848,0.07060482052982034
5.0,0.5,29,0.9586666466659797,0.11457570180476855
5.0,0.9,29,0.9576332511386537,0.671515321572868
