axis_ratio,removal,seed,eigengap,axis_drift_degrees
1.1,0.1,3,0.17379345919188322,0.7069818162289863
1.1,0.5,3,0.19810147908083572,3.2415752553750345
1.1,0.9,3,0.18567191654962992,0.40143487559999075
1.1,0.01,4,0.17499267055020173,1.1384197131785132
1.1,0.1,4,0.17124758890294273,1.492909649741737
1.1,0.5,4,0.18446558621225403,0.28577553346642437
1.1,0.9,4,0.16323634030694095,17.289254236141602
1.1,0.01,5,0.17110392435019212,0.12154997641209607
1.1,0.1,5,0.17042380595331483,0.7178258951562424
1.1,0.5,5,0.19407528106793637,7.361736263629488
1.1,0.9,5,0.20815208410516645,4.502937206281995
1.1,0.01,6,0.1697790673606354,0.45002865291542254
1.1,0.1,6,0.17554051154104353,1.6163453039150306
1.1,0.5,6,0.18012879398144446,0.2373634052346843
1.1,0.9,6,0.26292399804099126,13.512071411242333
1.1,0.01,7,0.17079257079048982,0.5939206713365807
1.1,0.1,7,0.15908421527400193,1.493792421857087
1.1,0.5,7,0.1975269188788549,4.036416991536638
1.1,0.9,7,0.15220251056857806,6.865001154789515
1.1,0.01,8,0.1726854872508166,0.5465540553947245
1.1,0.1,8,0.17234743922990453,0.04918644565419061
1.1,0.5,8,0.21306996241607917,0.2417492451255641
1.1,0.9,8,0.07234008626019015,4.438829777893565
1.1,0.01,9,0.17651421235641776,0.1099971524812511
1.1,0.1,9,0.1749851667215213,3.484610966523064
1.1,0.5,9,0.18097127657525375,9.276610317627776
1.1,0.9,9,0.2652564124459471,7.049499595994883
1.1,0.01,10,0.17409854247415027,0.3820629269528305
1.1,0.1,10,0.16852066656429443,1.3850852568337952
1.1,0.5,10,0.1280981513227102,0.8039985180794881
1.1,0.9,10,0.22635356454871683,7.416246958509956
1.1,0.01,11,0.17642368781480722,0.1798932479901672
1.1,0.1,11,0.17231208040186205,0.4838787107760592
1.1,0.5,11,0.1785564613076023,4.785335417370746
1.1,0.9,11,0.026338257662584106,88.4671732422572
1.1,0.01,12,0.16959384374452321,0.06257421234171291
1.1,0.1,12,0.16844054689151172,0.8379008983680146
1.1,0.5,12,0.19708034982837278,0.9656363575478581
1.1,0.9,12,0.19875400145333003,15.313426155456028
1.1,0.01,13,0.17635016843457277,0.6957983721714806
1.1,0.1,13,0.17784826198663972,0.27880093789467875
1.1,0.5,13,0.15114555799535392,0.11322086167561742
1.1,0.9,13,0.1638495672171394,3.9136922501725686
1.1,0.01,14,0.17512701763830024,0.4444874929543168
1.1,0.1,14,0.1683482752717829,1.411084307711555
1.1,0.5,14,0.19395791135007834,6.640994218220209
1.1,0.9,14,0.12600024460643436,15.254766273865963
1.1,0.01,15,0.17660985989276348,0.570683137027831
1.1,0.1,15,0.172119673856389,0.9679602997073082
1.1,0.5,15,0.21130951740812945,0.25601376658708713
1.1,0.9,15,0.15280560890079686,44.887143744990276
1.1,0.01,16,0.1741870107380177,0.6786764892961727
1.1,0.1,16,0.1817553213636501,2.020447411432786
1.1,0.5,16,0.13895205872675104,10.664702970432314
1.1,0.9,16,0.14459658977887827,31.859253698020364
1.1,0.01,17,0.1729076658389341,0.8091401227649286
1.1,0.1,17,0.17624794586365336,1.2008358064561053
1.1,0.5,17,0.19858508563433178,1.1950221920805177
1.1,0.9,17,0.13967968613216464,8.075031798585094
1.1,0.01,18,0.16944019942614336,0.6845361916446605
1.1,0.1,18,0.17777311547577873,1.6782092073452624
