dataset,attack,attack_seed,sampling_seed,cap,nc,bit_accuracy,empty_bins
Building,vertex_delete_50pct,4,3,10,0.8748813896357843,0.841796875,0
Building,vertex_delete_50pct,4,4,10,0.8889779945505677,0.857421875,0
Building,vertex_delete_50pct,4,5,10,0.8878927761289472,0.85546875,0
Building,vertex_delete_50pct,4,6,10,0.8802169579166917,0.8466796875,0
Building,vertex_delete_50pct,4,7,10,0.8773159396241197,0.8447265625,0
Building,vertex_delete_50pct,4,8,10,0.878425383834329,0.845703125,0
Building,vertex_delete_50pct,4,9,10,0.8771499998751702,0.8427734375,0
Building,vertex_delete_50pct,4,0,1000000,0.9181386990182479,0.8984375,0
Building,vertex_delete_50pct,4,1,1000000,0.9181386990182479,0.8984375,0
Building,vertex_delete_50pct,4,2,1000000,0.9181386990182479,0.8984375,0
Building,vertex_delete_50pct,4,3,1000000,0.9181386990182479,0.8984375,0
Building,vertex_delete_50pct,4,4,1000000,0.9181386990182479,0.8984375,0
Building,vertex_delete_50pct,4,5,1000000,0.9181386990182479,0.8984375,0
Building,vertex_delete_50pct,4,6,1000000,0.9181386990182479,0.8984375,0
Building,vertex_delete_50pct,4,7,1000000,0.9181386990182479,0.8984375,0
Building,vertex_delete_50pct,4,8,1000000,0.9181386990182479,0.8984375,0
Building,vertex_delete_50pct,4,9,1000000,0.9181386990182479,0.8984375,0
Building,object_delete_90pct,4,0,1,0.8427207267749608,0.814453125,50
Building,object_delete_90pct,4,1,1,0.8399384192079821,0.814453125,50
Building,object_delete_90pct,4,2,1,0.85205872280452,0.826171875,50
Building,object_delete_90pct,4,3,1,0.8275228763490876,0.798828125,50
Building,object_delete_90pct,4,4,1,0.856338961599323,0.8310546875,50
Building,object_delete_90pct,4,5,1,0.8440576920319314,0.8173828125,50
Building,object_delete_90pct,4,6,1,0.8369805932614168,0.8076171875,50
Building,object_delete_90pct,4,7,1,0.847367936077646,0.8203125,50
Building,object_delete_90pct,4,8,1,0.8512632867361516,0.826171875,50
Building,object_delete_90pct,4,9,1,0.8470044449885272,0.818359375,50
Building,object_delete_90pct,4,0,3,0.8946817532924514,0.8740234375,50
Building,object_delete_90pct,4,1,3,0.8979649890843503,0.8779296875,50
Building,object_delete_90pct,4,2,3,0.8994934412357324,0.8798828125,50
Building,object_delete_90pct,4,3,3,0.9021243573927253,0.8828125,50
Building,object_delete_90pct,4,4,3,0.8992738198307709,0.8798828125,50
Building,object_delete_90pct,4,5,3,0.897324303243206,0.876953125,50
Building,object_delete_90pct,4,6,3,0.8987282403815899,0.87890625,50
Building,object_delete_90pct,4,7,3,0.8980831399988982,0.8779296875,50
Building,object_delete_90pct,4,8,3,0.8969689707101444,0.876953125,50
Building,object_delete_90pct,4,9,3,0.9027822655181299,0.8837890625,50
Building,object_delete_90pct,4,0,5,0.9114951614330663,0.8935546875,50
Building,object_delete_90pct,4,1,5,0.9124665682068784,0.89453125,50
Building,object_delete_90pct,4,2,5,0.9116000515867972,0.8935546875,50
Building,object_delete_90pct,4,3,5,0.9108400680852976,0.892578125,50
Building,object_delete_90pct,4,4,5,0.9099721943518209,0.8916015625,50
Building,object_delete_90pct,4,5,5,0.9140930683284594,0.896484375,50
Building,object_delete_90pct,4,6,5,0.9106275690484149,0.892578125,50
Building,object_delete_90pct,4,7,5,0.9124665682068784,0.89453125,50
Building,object_delete_90pct,4,8,5,0.9124665682068784,0.89453125,50
Building,object_delete_90pct,4,9,5,0.912361940605361,0.89453125,50
Building,object_delete_90pct,4,0,10,0.9141971740997061,0.896484375,50
Building,object_delete_90pct,4,1,10,0.9134388187853678,0.8955078125,50
Building,object_delete_90pct,4,2,10,0.9134388187853678,0.8955078125,50
Building,object_delete_90pct,4,3,10,0.9134388187853678,0.8955078125,50
Building,object_delete_90pct,4,4,10,0.9134388187853678,0.8955078125,50
Building,object_delete_90pct,4,5,10,0.9134388187853678,0.8955078125,50
Building,object_delete_90pct,4,6,10,0.9141971740997061,0.896484375,50
Building,object_delete_90pct,4,7,10,0.9134388187853678,0.8955078125,50
Building,object_delete_90pct,4,8,10,0.9141971740997061,0.896484375,50
Building,object_delete_90pct,4,9,10,0.9134388187853678,0.8955078125,50
Building,object_delete_90pct,4,0,1000000,0.9134388187853678,0.8955078125,50
Building,object_delete_90pct,4,1,1000000,0.9134388187853678,0.8955078125,50
Building,object_delete_90pct,4,2,1000000,0.9134388187853678,0.8955078125,50
Building,object_delete_90pct,4,3,1000000,0.9134388187853678,0.8955078125,50
Building,object_delete_90pct,4,4,1000000,0.9134388187853678,0.8955078125,50
Building,object_delete_90pct,4,5,1000000,0.9134388187853678,0.8955078125,50
Building,object_delete_90pct,4,6,1000000,0.9134388187853678,0.8955078125,50
Building,object_delete_90pct,4,7,1000000,0.9134388187853678,0.8955078125,50
Building,object_delete_90pct,4,8,1000000,0.9134388187853678,0.8955078125,50
Building,object_delete_90pct,4,9,1000000,0.9134388187853678,0.8955078125,50
Building,vertex_delete_50pct,5,0,1,0.698688843315279,0.6484375,0
Building,vertex_delete_50pct,5,1,1,0.7044686312746405,0.6513671875,0
Building,vertex_delete_50pct,5,2,1,0.7276951222373909,0.681640625,0
Building,vertex_delete_50pct,5,3,1,0.7127942517199108,0.6650390625,0
Building,vertex_delete_50pct,5,4,1,0.6995079756632114,0.650390625,0
Building,vertex_delete_50pct,5,5,1,0.6950088997937169,0.6494140625,0
Building,vertex_delete_50pct,5,6,1,0.7329304064430576,0.689453125,0
Building,vertex_delete_50pct,5,7,1,0.710056053134544,0.6669921875,0
Building,vertex_delete_50pct,5,8,1,0.7082224570849402,0.6552734375,0
Building,vertex_delete_50pct,5,9,1,0.6907345435917439,0.6435546875,0
Building,vertex_delete_50pct,5,0,3,0.779743615553707,0.7353515625,0
Building,vertex_delete_50pct,5,1,3,0.7759123839746631,0.7353515625,0
Building,vertex_delete_50pct,5,2,3,0.7649488903423052,0.7216796875,0
Building,vertex_delete_50pct,5,3,3,0.7657323430080708,0.71875,0
Building,vertex_delete_50pct,5,4,3,0.7695806680430185,0.7265625,0
Building,vertex_delete_50pct,5,5,3,0.7692955545411028,0.728515625,0
Building,vertex_delete_50pct,5,6,3,0.7696152885095854,0.728515625,0
Building,vertex_delete_50pct,5,7,3,0.7481770562928439,0.708984375,0
Building,vertex_delete_50pct,5,8,3,0.7582797267873416,0.7158203125,0
Building,vertex_delete_50pct,5,9,3,0.7746127903830242,0.734375,0
Building,vertex_delete_50pct,5,0,5,0.8095953034970963,0.775390625,0
Building,vertex_delete_50pct,5,1,5,0.809215723907895,0.7734375,0
Building,vertex_delete_50pct,5,2,5,0.8210745483812536,0.783203125,0
Building,vertex_delete_50pct,5,3,5,0.8148765609120252,0.77734375,0
Building,vertex_delete_50pct,5,4,5,0.7955735041317474,0.7587890625,0
Building,vertex_delete_50pct,5,5,5,0.806034386911181,0.7685546875,0
Building,vertex_delete_50pct,5,6,5,0.8053822898001157,0.76953125,0
Building,vertex_delete_50pct,5,7,5,0.8150155899500416,0.7763671875,0
Building,vertex_delete_50pct,5,8,5,0.7921249681573155,0.75390625,0
Building,vertex_delete_50pct,5,9,5,0.8167395497118357,0.783203125,0
Building,vertex_delete_50pct,5,0,10,0.8766498129483014,0.8447265625,0
Building,vertex_delete_50pct,5,1,10,0.884387746730169,0.8515625,0
Building,vertex_delete_50pct,5,2,10,0.8780213646346255,0.84765625,0
Building,vertex_delete_50pct,5,3,10,0.8830568006208017,0.8515625,0
Building,vertex_delete_50pct,5,4,10,0.8826303576623215,0.849609375,0
Building,vertex_delete_50pct,5,5,10,0.8804470357268617,0.8466796875,0
Building,vertex_delete_50pct,5,6,10,0.8646305731191547,0.8271484375,0
Building,vertex_delete_50pct,5,7,10,0.878422495660562,0.8466796875,0
Building,vertex_delete_50pct,5,8,10,0.8806804080527368,0.8505859375,0
Building,vertex_delete_50pct,5,9,10,0.8723093526317582,0.8369140625,0
Building,vertex_delete_50pct,5,0,1000000,0.9232013375459771,0.9052734375,0
Building,vertex_delete_50pct,5,1,1000000,0.9232013375459771,0.9052734375,0
Building,vertex_delete_50pct,5,2,1000000,0.9232013375459771,0.9052734375,0
Building,vertex_delete_50pct,5,3,1000000,0.9232013375459771,0.9052734375,0
Building,vertex_delete_50pct,5,4,1000000,0.9232013375459771,0.9052734375,0
Building,vertex_delete_50pct,5,5,1000000,0.9232013375459771,0.9052734375,0
Building,vertex_delete_50pct,5,6,1000000,0.9232013375459771,0.9052734375,0
Building,vertex_delete_50pct,5,7,1000000,0.9232013375459771,0.9052734375,0
Building,vertex_delete_50pct,5,8,1000000,0.9232013375459771,0.9052734375,0
Building,vertex_delete_50pct,5,9,1000000,0.9232013375459771,0.9052734375,0
Building,object_delete_90pct,5,0,1,0.8296097006054028,0.80078125,42
Building,object_delete_90pct,5,1,1,0.8288624656799143,0.8017578125,42
Building,object_delete_90pct,5,2,1,0.8515928761317326,0.8271484375,42
Building,object_delete_90pct,5,3,1,0.8277004908294395,0.7998046875,42
Building,object_delete_90pct,5,4,1,0.8261152335428763,0.7958984375,42
Building,object_delete_90pct,5,5,1,0.832988966188317,0.8046875,42
Building,object_delete_90pct,5,6,1,0.8193988495303326,0.7880859375,42
Building,object_delete_90pct,5,7,1,0.8267527288715444,0.798828125,42
Building,object_delete_90pct,5,8,1,0.8318772292571118,0.8046875,42
Building,object_delete_90pct,5,9,1,0.8429546014056414,0.81640625,42
Building,object_delete_90pct,5,0,3,0.9002605999604568,0.880859375,42
Building,object_delete_90pct,5,1,3,0.9056205473067246,0.88671875,42
Building,object_delete_90pct,5,2,3,0.905845069601037,0.88671875,42
Building,object_delete_90pct,5,3,3,0.9055115687837462,0.88671875,42
Building,object_delete_90pct,5,4,3,0.9070450357057765,0.888671875,42
Building,object_delete_90pct,5,5,3,0.9034494549175293,0.884765625,42
Building,object_delete_90pct,5,6,3,0.8982034586572357,0.8779296875,42
Building,object_delete_90pct,5,7,3,0.8978490290945336,0.8779296875,42
Building,object_delete_90pct,5,8,3,0.9024678238060456,0.8828125,42
Building,object_delete_90pct,5,9,3,0.9055115687837462,0.88671875,42
Building,object_delete_90pct,5,0,5,0.9172495938586039,0.900390625,42
Building,object_delete_90pct,5,1,5,0.915620376107523,0.8984375,42
Building,object_delete_90pct,5,2,5,0.9098645797489284,0.8916015625,42
Building,object_delete_90pct,5,3,5,0.913991158356442,0.896484375,42
Building,object_delete_90pct,5,4,5,0.9165825677580532,0.8994140625,42
Building,object_delete_90pct,5,5,5,0.915620376107523,0.8984375,42
Building,object_delete_90pct,5,6,5,0.9179257604770472,0.9013671875,42
Building,object_delete_90pct,5,7,5,0.913991158356442,0.896484375,42
Building,object_delete_90pct,5,8,5,0.9178363211415469,0.9013671875,42
Building,object_delete_90pct,5,9,5,0.9148557660567501,0.8974609375,42
Building,object_delete_90pct,5,0,10,0.919068562238781,0.90234375,42
Building,object_delete_90pct,5,1,10,0.919068562238781,0.90234375,42
Building,object_delete_90pct,5,2,10,0.919068562238781,0.90234375,42
Building,object_delete_90pct,5,3,10,0.919068562238781,0.90234375,42
Building,object_delete_90pct,5,4,10,0.919068562238781,0.90234375,42
Building,object_delete_90pct,5,5,10,0.919068562238781,0.90234375,42
Building,object_delete_90pct,5,6,10,0.919068562238781,0.90234375,42
Building,object_delete_90pct,5,7,10,0.919068562238781,0.90234375,42
Building,object_delete_90pct,5,8,10,0.919068562238781,0.90234375,42
Building,object_delete_90pct,5,9,10,0.919068562238781,0.90234375,42
Building,object_delete_90pct,5,0,1000000,0.919068562238781,0.90234375,42
Building,object_delete_90pct,5,1,1000000,0.919068562238781,0.90234375,42
Building,object_delete_90pct,5,2,1000000,0.919068562238781,0.90234375,42
Building,object_delete_90pct,5,3,1000000,0.919068562238781,0.90234375,42
Building,object_delete_90pct,5,4,1000000,0.919068562238781,0.90234375,42
Building,object_delete_90pct,5,5,1000000,0.919068562238781,0.90234375,42
Building,object_delete_90pct,5,6,1000000,0.919068562238781,0.90234375,42
Building,object_delete_90pct,5,7,1000000,0.919068562238781,0.90234375,42
Building,object_delete_90pct,5,8,1000000,0.919068562238781,0.90234375,42
Building,object_delete_90pct,5,9,1000000,0.919068562238781,0.90234375,42
Building,vertex_delete_50pct,6,0,1,0.7145555909951028,0.6689453125,0
Building,vertex_delete_50pct,6,1,1,0.7167339268898498,0.6640625,0
Building,vertex_delete_50pct,6,2,1,0.7271848366958169,0.6796875,0
Building,vertex_delete_50pct,6,3,1,0.7219374439884332,0.6728515625,0
Building,vertex_delete_50pct,6,4,1,0.7257606169393284,0.6787109375,0
Building,vertex_delete_50pct,6,5,1,0.6993247002249785,0.6552734375,0
Building,vertex_delete_50pct,6,6,1,0.7220112813484488,0.6748046875,0
Building,vertex_delete_50pct,6,7,1,0.7239773714563835,0.6806640625,0
Building,vertex_delete_50pct,6,8,1,0.716524235224162,0.6669921875,0
Building,vertex_delete_50pct,6,9,1,0.7243691869829513,0.6728515625,0
Building,vertex_delete_50pct,6,0,3,0.7896052960033408,0.751953125,0
Building,vertex_delete_50pct,6,1,3,0.7906659377718412,0.7509765625,0
Building,vertex_delete_50pct,6,2,3,0.7873714963644586,0.7470703125,0
Building,vertex_delete_50pct,6,3,3,0.7735484355864088,0.7314453125,0
Building,vertex_delete_50pct,6,4,3,0.7858812797002476,0.7470703125,0
Building,vertex_delete_50pct,6,5,3,0.7647162689809298,0.7255859375,0
Building,vertex_delete_50pct,6,6,3,0.7782509010003872,0.73828125,0
Building,vertex_delete_50pct,6,7,3,0.7945430616395348,0.7548828125,0
Building,vertex_delete_50pct,6,8,3,0.779135392846002,0.7373046875,0
Building,vertex_delete_50pct,6,9,3,0.7559308208399044,0.71484375,0
Building,vertex_delete_50pct,6,0,5,0.807979630115654,0.7685546875,0
Building,vertex_delete_50pct,6,1,5,0.827016764646421,0.791015625,0
Building,vertex_delete_50pct,6,2,5,0.8320749551278781,0.7978515625,0
Building,vertex_delete_50pct,6,3,5,0.8441232895911146,0.8115234375,0
Building,vertex_delete_50pct,6,4,5,0.8143425751884571,0.77734375,0
Building,vertex_delete_50pct,6,5,5,0.8278885618846723,0.79296875,0
Building,vertex_delete_50pct,6,6,5,0.8213080805936838,0.7861328125,0
Building,vertex_delete_50pct,6,7,5,0.8332272405944487,0.7998046875,0
Building,vertex_delete_50pct,6,8,5,0.8178483222579481,0.779296875,0
Building,vertex_delete_50pct,6,9,5,0.8383728610186192,0.8037109375,0
Building,vertex_delete_50pct,6,0,10,0.8865736253560516,0.85546875,0
Building,vertex_delete_50pct,6,1,10,0.8929099967992247,0.8623046875,0
Building,vertex_delete_50pct,6,2,10,0.8854910233177357,0.8525390625,0
Building,vertex_delete_50pct,6,3,10,0.8817504369374526,0.8486328125,0
Building,vertex_delete_50pct,6,4,10,0.8906389057081148,0.8623046875,0
Building,vertex_delete_50pct,6,5,10,0.8957338786082336,0.865234375,0
Building,vertex_delete_50pct,6,6,10,0.8894183650913682,0.857421875,0
Building,vertex_delete_50pct,6,7,10,0.8791057436629534,0.845703125,0
Building,vertex_delete_50pct,6,8,10,0.8913810413252534,0.8603515625,0
Building,vertex_delete_50pct,6,9,10,0.8911655213791887,0.8603515625,0
Building,vertex_delete_50pct,6,0,1000000,0.9199051266869852,0.9013671875,0
Building,vertex_delete_50pct,6,1,1000000,0.9199051266869852,0.9013671875,0
Building,vertex_delete_50pct,6,2,1000000,0.9199051266869852,0.9013671875,0
Building,vertex_delete_50pct,6,3,1000000,0.9199051266869852,0.9013671875,0
Building,vertex_delete_50pct,6,4,1000000,0.9199051266869852,0.9013671875,0
Building,vertex_delete_50pct,6,5,1000000,0.9199051266869852,0.9013671875,0
Building,vertex_delete_50pct,6,6,1000000,0.9199051266869852,0.9013671875,0
Building,vertex_delete_50pct,6,7,1000000,0.9199051266869852,0.9013671875,0
Building,vertex_delete_50pct,6,8,1000000,0.9199051266869852,0.9013671875,0
Building,vertex_delete_50pct,6,9,1000000,0.9199051266869852,0.9013671875,0
Building,object_delete_90pct,6,0,1,0.8410519728605549,0.8125,64
Building,object_delete_90pct,6,1,1,0.8337390689663254,0.8056640625,64
Building,object_delete_90pct,6,2,1,0.8259938918792757,0.7978515625,64
Building,object_delete_90pct,6,3,1,0.8307507472763973,0.8017578125,64
Building,object_delete_90pct,6,4,1,0.8381163549234938,0.80859375,64
Building,object_delete_90pct,6,5,1,0.8460894497887488,0.8193359375,64
Building,object_delete_90pct,6,6,1,0.8344896985552419,0.8037109375,64
Building,object_delete_90pct,6,7,1,0.8362937373934721,0.8046875,64
Building,object_delete_90pct,6,8,1,0.8337390689663254,0.8056640625,64
Building,object_delete_90pct,6,9,1,0.839927717145252,0.8115234375,64
Building,object_delete_90pct,6,0,3,0.8784736610798242,0.853515625,64
Building,object_delete_90pct,6,1,3,0.8703546808480328,0.84375,64
Building,object_delete_90pct,6,2,3,0.8691000376454818,0.8427734375,64
Building,object_delete_90pct,6,3,3,0.8786391339087206,0.853515625,64
Building,object_delete_90pct,6,4,3,0.8756223643820332,0.8505859375,64
Building,object_delete_90pct,6,5,3,0.8761224904868536,0.8505859375,64
Building,object_delete_90pct,6,6,3,0.8764651780811956,0.8505859375,64
Building,object_delete_90pct,6,7,3,0.8808293470299022,0.8564453125,64
Building,object_delete_90pct,6,8,3,0.8779126855547517,0.8525390625,64
Building,object_delete_90pct,6,9,3,0.877579054236434,0.8525390625,64
Building,object_delete_90pct,6,0,5,0.8893017233443716,0.865234375,64
Building,object_delete_90pct,6,1,5,0.8884178968988986,0.8642578125,64
Building,object_delete_90pct,6,2,5,0.8910668340466762,0.8671875,64
Building,object_delete_90pct,6,3,5,0.8909069611121413,0.8671875,64
Building,object_delete_90pct,6,4,5,0.8914751727530039,0.8681640625,64
Building,object_delete_90pct,6,5,5,0.8901847016005436,0.8662109375,64
Building,object_delete_90pct,6,6,5,0.8891410699098916,0.865234375,64
Building,object_delete_90pct,6,7,5,0.8916309815169778,0.8681640625,64
Building,object_delete_90pct,6,8,5,0.8909069611121413,0.8671875,64
Building,object_delete_90pct,6,9,5,0.8916309815169778,0.8681640625,64
Building,object_delete_90pct,6,0,10,0.8903467799217704,0.8662109375,64
Building,object_delete_90pct,6,1,10,0.8903467799217704,0.8662109375,64
Building,object_delete_90pct,6,2,10,0.8903467799217704,0.8662109375,64
Building,object_delete_90pct,6,3,10,0.8903467799217704,0.8662109375,64
Building,object_delete_90pct,6,4,10,0.8903467799217704,0.8662109375,64
Building,object_delete_90pct,6,5,10,0.8903467799217704,0.8662109375,64
Building,object_delete_90pct,6,6,10,0.8903467799217704,0.8662109375,64
Building,object_delete_90pct,6,7,10,0.8903467799217704,0.8662109375,64
Building,object_delete_90pct,6,8,10,0.8903467799217704,0.8662109375,64
Building,object_delete_90pct,6,9,10,0.8903467799217704,0.8662109375,64
Building,object_delete_90pct,6,0,1000000,0.8903467799217704,0.8662109375,64
Building,object_delete_90pct,6,1,1000000,0.8903467799217704,0.8662109375,64
Building,object_delete_90pct,6,2,1000000,0.8903467799217704,0.8662109375,64
Building,object_delete_90pct,6,3,1000000,0.8903467799217704,0.8662109375,64
Building,object_delete_90pct,6,4,1000000,0.8903467799217704,0.8662109375,64
Building,object_delete_90pct,6,5,1000000,0.8903467799217704,0.8662109375,64
Building,object_delete_90pct,6,6,1000000,0.8903467799217704,0.8662109375,64
Building,object_delete_90pct,6,7,1000000,0.8903467799217704,0.8662109375,64
Building,object_delete_90pct,6,8,1000000,0.8903467799217704,0.8662109375,64
Building,object_delete_90pct,6,9,1000000,0.8903467799217704,0.8662109375,64
Building,vertex_delete_50pct,7,0,1,0.7145555909951028,0.6689453125,0
Building,vertex_delete_50pct,7,1,1,0.7549698911414012,0.7109375,0
Building,vertex_delete_50pct,7,2,1,0.7224083739049666,0.6748046875,0
Building,vertex_delete_50pct,7,3,1,0.7218656806324893,0.67578125,0
Building,vertex_delete_50pct,7,4,1,0.716973993339041,0.6689453125,0
Building,vertex_delete_50pct,7,5,1,0.6983335483162507,0.65625,0
Building,vertex_delete_50pct,7,6,1,0.7196402697751967,0.669921875,0
Building,vertex_delete_50pct,7,7,1,0.7123055535938719,0.66796875,0
Building,vertex_delete_50pct,7,8,1,0.6952238856419806,0.6484375,0
Building,vertex_delete_50pct,7,9,1,0.7121396331779724,0.662109375,0
Building,vertex_delete_50pct,7,0,3,0.7857951393936532,0.74609375,0
Building,vertex_delete_50pct,7,1,3,0.7769580805972515,0.7373046875,0
Building,vertex_delete_50pct,7,2,3,0.7897848932754968,0.7509765625,0
Building,vertex_delete_50pct,7,3,3,0.7907580560635078,0.751953125,0
Building,vertex_delete_50pct,7,4,3,0.7804706729907425,0.7392578125,0
Building,vertex_delete_50pct,7,5,3,0.766169611127897,0.728515625,0
Building,vertex_delete_50pct,7,6,3,0.7943525779585663,0.755859375,0
Building,vertex_delete_50pct,7,7,3,0.7884243670399936,0.7490234375,0
Building,vertex_delete_50pct,7,8,3,0.7847133453010423,0.7470703125,0
Building,vertex_delete_50pct,7,9,3,0.7733117037500862,0.7333984375,0
Building,vertex_delete_50pct,7,0,5,0.8378011656130009,0.8076171875,0
Building,vertex_delete_50pct,7,1,5,0.8026098812637489,0.765625,0
Building,vertex_delete_50pct,7,2,5,0.8155726394127811,0.78125,0
Building,vertex_delete_50pct,7,3,5,0.8351408967715074,0.8037109375,0
Building,vertex_delete_50pct,7,4,5,0.8288070838657269,0.796875,0
Building,vertex_delete_50pct,7,5,5,0.7989022635632611,0.7626953125,0
Building,vertex_delete_50pct,7,6,5,0.8217196689173957,0.7890625,0
Building,vertex_delete_50pct,7,7,5,0.8238858408710996,0.7890625,0
Building,vertex_delete_50pct,7,8,5,0.82172176564353,0.7880859375,0
Building,vertex_delete_50pct,7,9,5,0.8301992346604333,0.7978515625,0
Building,vertex_delete_50pct,7,0,10,0.8857707638641974,0.8564453125,0
Building,vertex_delete_50pct,7,1,10,0.8974953495181534,0.8720703125,0
Building,vertex_delete_50pct,7,2,10,0.8984948565757109,0.87109375,0
Building,vertex_delete_50pct,7,3,10,0.8894178320412565,0.8583984375,0
Building,vertex_delete_50pct,7,4,10,0.8855108068958781,0.85546875,0
Building,vertex_delete_50pct,7,5,10,0.8907253729457453,0.859375,0
Building,vertex_delete_50pct,7,6,10,0.8911655213791887,0.8603515625,0
Building,vertex_delete_50pct,7,7,10,0.8965598665471135,0.869140625,0
Building,vertex_delete_50pct,7,8,10,0.8725495628128879,0.8369140625,0
Building,vertex_delete_50pct,7,9,10,0.8907758285982563,0.861328125,0
Building,vertex_delete_50pct,7,0,1000000,0.929651530684448,0.9130859375,0
Building,vertex_delete_50pct,7,1,1000000,0.929651530684448,0.9130859375,0
Building,vertex_delete_50pct,7,2,1000000,0.929651530684448,0.9130859375,0
Building,vertex_delete_50pct,7,3,1000000,0.929651530684448,0.9130859375,0
Building,vertex_delete_50pct,7,4,1000000,0.929651530684448,0.9130859375,0
Building,vertex_delete_50pct,7,5,1000000,0.929651530684448,0.9130859375,0
Building,vertex_delete_50pct,7,6,1000000,0.929651530684448,0.9130859375,0
Building,vertex_delete_50pct,7,7,1000000,0.929651530684448,0.9130859375,0
Building,vertex_delete_50pct,7,8,1000000,0.929651530684448,0.9130859375,0
Building,vertex_delete_50pct,7,9,1000000,0.929651530684448,0.9130859375,0
Building,object_delete_90pct,7,0,1,0.8468013689012823,0.8193359375,48
Building,object_delete_90pct,7,1,1,0.8618333458640269,0.8369140625,48
Building,object_delete_90pct,7,2,1,0.8452462810345871,0.8193359375,48
Building,object_delete_90pct,7,3,1,0.8483608349489302,0.822265625,48
Building,object_delete_90pct,7,4,1,0.8352528308359891,0.806640625,48
Building,object_delete_90pct,7,5,1,0.8365546205460624,0.80859375,48
Building,object_delete_90pct,7,6,1,0.8353133012429678,0.8056640625,48
Building,object_delete_90pct,7,7,1,0.828665606072007,0.7998046875,48
Building,object_delete_90pct,7,8,1,0.8499666938441993,0.8232421875,48
Building,object_delete_90pct,7,9,1,0.8558744997203784,0.8310546875,48
Building,object_delete_90pct,7,0,3,0.890297599539274,0.8681640625,48
Building,object_delete_90pct,7,1,3,0.8919281812234119,0.8701171875,48
Building,object_delete_90pct,7,2,3,0.8948501880398778,0.873046875,48
Building,object_delete_90pct,7,3,3,0.8895528920902269,0.8671875,48
Building,object_delete_90pct,7,4,3,0.8920657647670801,0.8701171875,48
Building,object_delete_90pct,7,5,3,0.8942532167507402,0.8720703125,48
Building,object_delete_90pct,7,6,3,0.8888100502971273,0.8662109375,48
Building,object_delete_90pct,7,7,3,0.8917926427410459,0.8701171875,48
Building,object_delete_90pct,7,8,3,0.8936936220020566,0.8720703125,48
Building,object_delete_90pct,7,9,3,0.9003311037907119,0.8798828125,48
Building,object_delete_90pct,7,0,5,0.9034765305583988,0.8828125,48
Building,object_delete_90pct,7,1,5,0.9034765305583988,0.8828125,48
Building,object_delete_90pct,7,2,5,0.9027392994845401,0.8818359375,48
Building,object_delete_90pct,7,3,5,0.9059576214078361,0.8857421875,48
Building,object_delete_90pct,7,4,5,0.9052195702699257,0.884765625,48
Building,object_delete_90pct,7,5,5,0.9048278567177281,0.884765625,48
Building,object_delete_90pct,7,6,5,0.9053541010220679,0.884765625,48
Building,object_delete_90pct,7,7,5,0.9050870056574334,0.884765625,48
Building,object_delete_90pct,7,8,5,0.9018660554593643,0.880859375,48
Building,object_delete_90pct,7,9,5,0.9033433145255443,0.8828125,48
Building,object_delete_90pct,7,0,10,0.9059576214078361,0.8857421875,48
Building,object_delete_90pct,7,1,10,0.9066974807564679,0.88671875,48
Building,object_delete_90pct,7,2,10,0.9059576214078361,0.8857421875,48
Building,object_delete_90pct,7,3,10,0.9059576214078361,0.8857421875,48
Building,object_delete_90pct,7,4,10,0.9066974807564679,0.88671875,48
Building,object_delete_90pct,7,5,10,0.9066974807564679,0.88671875,48
Building,object_delete_90pct,7,6,10,0.9074391557113688,0.8876953125,48
Building,object_delete_90pct,7,7,10,0.9059576214078361,0.8857421875,48
Building,object_delete_90pct,7,8,10,0.9059576214078361,0.8857421875,48
Building,object_delete_90pct,7,9,10,0.9059576214078361,0.8857421875,48
Building,object_delete_90pct,7,0,1000000,0.9059576214078361,0.8857421875,48
Building,object_delete_90pct,7,1,1000000,0.9059576214078361,0.8857421875,48
Building,object_delete_90pct,7,2,1000000,0.9059576214078361,0.8857421875,48
Building,object_delete_90pct,7,3,1000000,0.9059576214078361,0.8857421875,48
Building,object_delete_90pct,7,4,1000000,0.9059576214078361,0.8857421875,48
Building,object_delete_90pct,7,5,1000000,0.9059576214078361,0.8857421875,48
Building,object_delete_90pct,7,6,1000000,0.9059576214078361,0.8857421875,48
Building,object_delete_90pct,7,7,1000000,0.9059576214078361,0.8857421875,48
Building,object_delete_90pct,7,8,1000000,0.9059576214078361,0.8857421875,48
Building,object_delete_90pct,7,9,1000000,0.9059576214078361,0.8857421875,48
Building,vertex_delete_50pct,8,0,1,0.7179501543727517,0.6728515625,0
Building,vertex_delete_50pct,8,1,1,0.6940288849683031,0.65234375,0
Building,vertex_delete_50pct,8,2,1,0.7162528726839272,0.6708984375,0
Building,vertex_delete_50pct,8,3,1,0.7166533364906047,0.673828125,0
Building,vertex_delete_50pct,8,4,1,0.7162528726839272,0.6708984375,0
Building,vertex_delete_50pct,8,5,1,0.7145488392444183,0.671875,0
Building,vertex_delete_50pct,8,6,1,0.7224083739049666,0.6748046875,0
Building,vertex_delete_50pct,8,7,1,0.7212836614329484,0.681640625,0
Building,vertex_delete_50pct,8,8,1,0.6965054054127837,0.650390625,0
Building,vertex_delete_50pct,8,9,1,0.7110941828420959,0.6611328125,0
Building,vertex_delete_50pct,8,0,3,0.7817377991740356,0.74609375,0
Building,vertex_delete_50pct,8,1,3,0.764668084568159,0.724609375,0
