dataset,series,attack,seed,nc,bit_accuracy,ber,votes_total,empty_bins,votes_min,votes_median,votes_mean,votes_max,attack_seeds
Landuse,repeat,object_delete_90pct,4,0.9289203850497664,0.912109375,0.087890625,4541,13,0,4.0,4.4345703125,33,[4]
Landuse,repeat,vertex_add_50pct,4,0.9495964757079314,0.9384765625,0.0615234375,62806,0,34,60.0,61.333984375,221,[4]
Landuse,repeat,noise_50pct_1p4tau,4,0.8796882564701136,0.8525390625,0.1474609375,43680,0,25,42.0,42.65625,119,[4]
Landuse,repeat,compound,4,0.90245865014637,0.8798828125,0.1201171875,24053,0,10,23.0,23.4892578125,271,"[4, 10004, 20004, 30004]"
Landuse,repeat,vertex_delete_30pct,5,0.992063492063492,0.990234375,0.009765625,31591,0,8,30.0,30.8505859375,202,[5]
Landuse,repeat,vertex_delete_50pct,5,0.9388406456328712,0.9248046875,0.0751953125,24268,0,6,23.0,23.69921875,119,[5]
Landuse,repeat,object_delete_30pct,5,0.9984126984126984,0.998046875,0.001953125,29138,0,12,27.0,28.455078125,239,[5]
Landuse,repeat,object_delete_90pct,5,0.92385021642852,0.9052734375,0.0947265625,4132,18,0,4.0,4.03515625,35,[5]
Landuse,repeat,vertex_add_50pct,5,0.9561828874675148,0.9462890625,0.0537109375,62954,0,37,61.0,61.478515625,206,[5]
Landuse,repeat,noise_50pct_1p4tau,5,0.8578382525752642,0.830078125,0.169921875,43684,0,22,42.0,42.66015625,125,[5]
Landuse,repeat,compound,5,0.8834261302838806,0.8564453125,0.1435546875,23888,0,8,22.0,23.328125,284,"[5, 10005, 20005, 30005]"
Landuse,repeat,vertex_delete_30pct,6,0.9912632197545036,0.9892578125,0.0107421875,31528,0,13,30.0,30.7890625,196,[6]
Landuse,repeat,vertex_delete_50pct,6,0.9287790150263072,0.9130859375,0.0869140625,24268,0,8,23.0,23.69921875,114,[6]
Landuse,repeat,object_delete_30pct,6,0.997617471163186,0.9970703125,0.0029296875,30125,0,12,29.0,29.4189453125,248,[6]
Landuse,repeat,object_delete_90pct,6,0.9076697330375776,0.8857421875,0.1142578125,4189,20,0,4.0,4.0908203125,33,[6]
Landuse,repeat,vertex_add_50pct,6,0.947379265409304,0.935546875,0.064453125,62911,0,39,61.0,61.4365234375,213,[6]
Landuse,repeat,noise_50pct_1p4tau,6,0.855861796949799,0.8251953125,0.1748046875,43688,0,23,42.0,42.6640625,115,[6]
Landuse,repeat,compound,6,0.8892500853447888,0.8642578125,0.1357421875,24733,0,9,23.0,24.1533203125,296,"[6, 10006, 20006, 30006]"
Landuse,repeat,vertex_delete_30pct,7,0.9896746569023328,0.9873046875,0.0126953125,31661,0,12,30.0,30.9189453125,195,[7]
Landuse,repeat,vertex_delete_50pct,7,0.9557009879395362,0.9453125,0.0546875,24453,0,10,23.0,23.8798828125,122,[7]
Landuse,repeat,object_delete_30pct,7,0.9984114366459336,0.998046875,0.001953125,30162,0,11,28.5,29.455078125,250,[7]
Landuse,repeat,object_delete_90pct,7,0.9203868330823098,0.90234375,0.09765625,4324,16,0,4.0,4.22265625,40,[7]
Landuse,repeat,vertex_add_50pct,7,0.9577164616485584,0.9482421875,0.0517578125,62861,0,37,61.0,61.3876953125,199,[7]
Landuse,repeat,noise_50pct_1p4tau,7,0.8731181742029358,0.8447265625,0.1552734375,43663,0,21,42.0,42.6396484375,122,[7]
Landuse,repeat,compound,7,0.8851235555611835,0.861328125,0.138671875,24592,0,9,23.0,24.015625,284,"[7, 10007, 20007, 30007]"
Landuse,repeat,vertex_delete_30pct,8,0.9912770761713202,0.9892578125,0.0107421875,31680,0,15,30.0,30.9375,196,[8]
Landuse,repeat,vertex_delete_50pct,8,0.936121347179264,0.921875,0.078125,24491,0,9,23.0,23.9169921875,112,[8]
Landuse,repeat,object_delete_30pct,8,0.9992060340153568,0.9990234375,0.0009765625,29646,0,13,28.0,28.951171875,224,[8]
