profile,dataset,attack,seed,noise_mode,nc,accuracy,empty_bins
full40,Building,no_attack,0,independent,0.9888585178963917,0.986328125,0
full40,Building,compound_main,0,independent,0.9206349206349206,0.90234375,0
full40,Building,compound,21,independent,0.9111111111111111,0.890625,0
full40,Building,compound,22,independent,0.9169516267592108,0.8984375,0
full40,Building,compound,23,independent,0.8989331499509894,0.876953125,0
full40,Building,compound,24,independent,0.897317002172089,0.8720703125,0
full40,Building,compound,25,independent,0.9086579514416282,0.8876953125,0
full40,Building,compound,26,independent,0.9097957667721553,0.890625,0
full40,Building,compound,27,independent,0.9141225738435322,0.8955078125,0
full40,Building,compound,28,independent,0.9056289805910758,0.884765625,0
full40,Building,compound,29,independent,0.9085149184126281,0.8876953125,0
full40,Building,compound,30,independent,0.9203868330823098,0.90234375,0
full40,Building,compound_main,0,correlated,0.9323123667560939,0.916015625,0
full40,Building,compound,21,correlated,0.9171410693823175,0.8974609375,0
full40,Building,compound,22,correlated,0.9226011987569108,0.904296875,0
full40,Building,compound,23,correlated,0.920146580162553,0.90234375,0
full40,Building,compound,24,correlated,0.9096958041284303,0.8896484375,0
full40,Building,compound,25,correlated,0.9141505988398276,0.89453125,0
full40,Building,compound,26,correlated,0.9231195978613049,0.90625,0
full40,Building,compound,27,correlated,0.9195292101145934,0.9013671875,0
full40,Building,compound,28,correlated,0.9132882016967575,0.8935546875,0
full40,Building,compound,29,correlated,0.9063492063492063,0.884765625,0
full40,Building,compound,30,correlated,0.9218441778427708,0.90234375,0
full40,Building,vertex_delete_50pct,21,independent,0.9285714285714286,0.912109375,0
full40,Building,object_delete_90pct,21,independent,0.9415897600611528,0.9287109375,29
full40,Building,vertex_delete_50pct,22,independent,0.9287790150263072,0.9130859375,0
full40,Building,object_delete_90pct,22,independent,0.9329082074628534,0.9189453125,40
full40,Building,vertex_delete_50pct,23,independent,0.9323813348332751,0.9169921875,0
full40,Building,object_delete_90pct,23,independent,0.9363734097620714,0.9228515625,49
full40,Building,vertex_delete_50pct,24,independent,0.9334909843811107,0.9189453125,0
full40,Building,object_delete_90pct,24,independent,0.9358536186096907,0.921875,34
full40,Building,vertex_delete_50pct,25,independent,0.9245435799633349,0.9072265625,0
full40,Building,object_delete_90pct,25,independent,0.9345306565193106,0.9208984375,35
full40,Building,vertex_delete_50pct,26,independent,0.929651530684448,0.9130859375,0
full40,Building,object_delete_90pct,26,independent,0.9524218802697305,0.9423828125,41
full40,Building,vertex_delete_50pct,27,independent,0.9260169571211025,0.9091796875,0
full40,Building,object_delete_90pct,27,independent,0.9311327888149621,0.916015625,46
full40,Building,vertex_delete_50pct,28,independent,0.9328136107207896,0.9169921875,0
full40,Building,object_delete_90pct,28,independent,0.9228022317468138,0.90625,44
full40,Building,vertex_delete_50pct,29,independent,0.9335830444143743,0.9189453125,0
full40,Building,object_delete_90pct,29,independent,0.9424301582476036,0.9296875,53
full40,Building,vertex_delete_50pct,30,independent,0.9356055757585994,0.921875,0
full40,Building,object_delete_90pct,30,independent,0.9441087306876195,0.931640625,27
