dataset,mode,attack,n,nc_mean,nc_std,ba_mean,ba_std,ber_mean,empty_mean,votes_mean,extraction_seconds_mean
Road,legacy,rotation_270,1,0.9984126984126984,0.0,0.998046875,0.0,0.001953125,0.0,67.697265625,0.11557066696695983
Road,legacy,rotation_315,1,0.9968253968253968,0.0,0.99609375,0.0,0.00390625,0.0,67.697265625,0.11631866602692753
Road,legacy,rotation_45,1,0.9984126984126984,0.0,0.998046875,0.0,0.001953125,0.0,67.697265625,0.11898220900911838
Road,legacy,rotation_90,1,0.9984126984126984,0.0,0.998046875,0.0,0.001953125,0.0,67.697265625,0.12841404101345688
Road,legacy,scale_0p5,1,0.9992072927806908,0.0,0.9990234375,0.0,0.0009765625,0.0,67.697265625,0.1146605410031043
Road,legacy,translation_10,1,0.9992072927806908,0.0,0.9990234375,0.0,0.0009765625,0.0,67.697265625,0.11399929196340963
Road,legacy,vertex_add_10pct,1,0.993662103599709,0.0,0.9921875,0.0,0.0078125,0.0,74.4033203125,0.14056599995819852
Road,legacy,vertex_add_30pct,1,0.9691238740619862,0.0,0.9619140625,0.0,0.0380859375,0.0,87.8251953125,0.16588820796459913
Road,legacy,vertex_add_50pct,1,0.9073667665491842,0.0,0.88671875,0.0,0.11328125,0.0,101.1435546875,0.20022666704608127
Road,legacy,vertex_delete_30pct,1,0.981792159997437,0.0,0.9775390625,0.0,0.0224609375,0.0,47.90234375,0.09200612502172589
Road,legacy,vertex_delete_50pct,1,0.8869471730568279,0.0,0.861328125,0.0,0.138671875,0.0,34.689453125,0.0667326669790782
