dataset,mode,attack,seed,nc,bit_accuracy,ber,extraction_seconds,votes_total,empty_bins,votes_min,votes_median,votes_mean,votes_max,ties,variant,eigengap,retained_vertices
Railways,audited,compound_metric,3,0.9303803581556629,0.9150390625,0.0849609375,0.08272787497844547,31278,0,15,30.0,30.544921875,53,33,embed_pca_key,0.14232528745237882,31278
Railways,audited,vertex_delete_30pct,4,1.0,1.0,0.0,0.11214616702636704,40065,0,17,39.0,39.1259765625,95,1,embed_pca_key,0.11071050407023729,40065
Railways,audited,vertex_delete_50pct,4,0.9841029924901796,0.98046875,0.01953125,0.09318649995839223,31894,0,13,31.0,31.146484375,75,4,embed_pca_key,0.08990440274628317,31894
Railways,audited,object_delete_30pct,4,1.0,1.0,0.0,0.09433600003831089,38024,0,17,37.0,37.1328125,105,0,embed_pca_key,0.15058783881595433,38024
Railways,audited,object_delete_90pct,4,0.952785442377427,0.94140625,0.05859375,0.016070624988060445,5876,5,0,5.0,5.73828125,20,60,embed_pca_key,0.32112496788877276,5876
Railways,audited,vertex_add_10pct,4,1.0,1.0,0.0,0.13709262502379715,57190,0,32,56.0,55.849609375,136,0,embed_pca_key,0.12877556500120202,57190
Railways,audited,vertex_add_30pct,4,0.9992072927806908,0.9990234375,0.0009765625,0.14205579098779708,66528,0,43,65.0,64.96875,145,0,embed_pca_key,0.13149140579801147,66528
Railways,audited,vertex_add_50pct,4,0.9880860940501621,0.9853515625,0.0146484375,0.1629501249990426,75780,0,49,74.0,74.00390625,135,4,embed_pca_key,0.13557004695334965,75780
Railways,audited,noise_10pct_0p6tau_m,4,1.0,1.0,0.0,0.19438825000543147,52474,0,29,51.0,51.244140625,130,1,embed_pca_key,0.1254597027000039,52474
Railways,audited,noise_50pct_1p4tau_m,4,0.8867725110565202,0.861328125,0.138671875,0.13056104094721377,52474,0,29,51.0,51.244140625,84,29,embed_pca_key,0.1254596847442735,52474
Railways,audited,legacy_noise_50pct_1p4degrees,4,0.8780650589699843,0.8515625,0.1484375,0.12029754201648757,52474,0,30,51.0,51.244140625,83,34,embed_pca_key,0.02226226207781293,52474
Railways,audited,compound_metric,4,0.9329263937759218,0.91796875,0.08203125,0.08107674994971603,30866,0,14,30.0,30.142578125,63,31,embed_pca_key,0.11001508789794613,30867
Railways,audited,vertex_delete_30pct,5,0.9992072927806908,0.9990234375,0.0009765625,0.11320516600972041,40039,0,17,39.0,39.1005859375,95,0,embed_pca_key,0.11222856464711835,40039
Railways,audited,vertex_delete_50pct,5,0.9834762710285795,0.9794921875,0.0205078125,0.09229279099963605,31752,0,15,31.0,31.0078125,66,15,embed_pca_key,0.08961278786664852,31752
Railways,audited,object_delete_30pct,5,1.0,1.0,0.0,0.0939370829728432,35863,0,19,35.0,35.0224609375,102,0,embed_pca_key,0.14164730102144796,35863
Railways,audited,object_delete_90pct,5,0.9465830042156109,0.93359375,0.06640625,0.014992915967013687,5206,9,0,5.0,5.083984375,13,61,embed_pca_key,0.1835077395260411,5206
Railways,audited,vertex_add_10pct,5,1.0,1.0,0.0,0.14047141699120402,57181,0,32,55.0,55.8408203125,136,0,embed_pca_key,0.13013959059024843,57181
Railways,audited,vertex_add_30pct,5,0.9976162063830435,0.9970703125,0.0029296875,0.1436026250012219,66605,0,40,65.0,65.0439453125,134,2,embed_pca_key,0.13129494295833727,66605
Railways,audited,vertex_add_50pct,5,0.9800413496146358,0.9755859375,0.0244140625,0.17209983395878226,75890,0,47,74.0,74.111328125,118,5,embed_pca_key,0.13048856163344277,75890
Railways,audited,noise_10pct_0p6tau_m,5,1.0,1.0,0.0,0.12107200000900775,52474,0,28,51.0,51.244140625,116,0,embed_pca_key,0.12545973502182406,52474
Railways,audited,noise_50pct_1p4tau_m,5,0.8980571507531362,0.8759765625,0.1240234375,0.13639420800609514,52474,0,27,51.0,51.244140625,76,31,embed_pca_key,0.12546042223949797,52474
Railways,audited,legacy_noise_50pct_1p4degrees,5,0.8933723171914373,0.87109375,0.12890625,0.12388754199491814,52474,0,28,51.0,51.244140625,83,35,embed_pca_key,0.003733188629073899,52474
Railways,audited,compound_metric,5,0.9231195978613049,0.90625,0.09375,0.08121558302082121,29866,0,12,29.0,29.166015625,52,33,embed_pca_key,0.1532292324183024,29866
Railways,audited,vertex_delete_30pct,6,0.9984126984126984,0.998046875,0.001953125,0.11535579100018367,39963,0,18,39.0,39.0263671875,103,2,embed_pca_key,0.10715481434951585,39963
Railways,audited,vertex_delete_50pct,6,0.9825685872915783,0.978515625,0.021484375,0.09656066697789356,31730,0,12,31.0,30.986328125,71,9,embed_pca_key,0.09427176047577991,31730
Railways,audited,object_delete_30pct,6,1.0,1.0,0.0,0.0940169999958016,36872,0,18,36.0,36.0078125,94,1,embed_pca_key,0.1437871601566426,36872
Railways,audited,object_delete_90pct,6,0.9196525794089301,0.9013671875,0.0986328125,0.013043958984781057,4858,14,0,5.0,4.744140625,14,78,embed_pca_key,0.2143651812013964,4858
Railways,audited,vertex_add_10pct,6,1.0,1.0,0.0,0.14224062504945323,57148,0,35,55.0,55.80859375,127,0,embed_pca_key,0.12965232312194708,57148
Railways,audited,vertex_add_30pct,6,0.9992060340153568,0.9990234375,0.0009765625,0.14908249996369705,66626,0,38,65.0,65.064453125,127,0,embed_pca_key,0.12816443357528984,66626
Railways,audited,vertex_add_50pct,6,0.9784938215084236,0.9736328125,0.0263671875,0.17970154201611876,75866,0,49,74.0,74.087890625,135,7,embed_pca_key,0.13360011596353527,75866
Railways,audited,noise_10pct_0p6tau_m,6,1.0,1.0,0.0,0.1223696669912897,52474,0,30,51.0,51.244140625,136,0,embed_pca_key,0.1254596054307993,52474
Railways,audited,noise_50pct_1p4tau_m,6,0.891948123051126,0.8681640625,0.1318359375,0.13299070799257606,52474,0,29,51.0,51.244140625,81,34,embed_pca_key,0.12545956122107285,52474
Railways,audited,legacy_noise_50pct_1p4degrees,6,0.8874796338820536,0.8642578125,0.1357421875,0.12312812503660098,52474,0,28,51.0,51.244140625,87,28,embed_pca_key,0.0063133690087636245,52474
Railways,audited,compound_metric,6,0.9329266299568841,0.9169921875,0.0830078125,0.0839008329785429,30441,0,13,30.0,29.7275390625,51,31,embed_pca_key,0.12558787615837144,30441
Railways,audited,vertex_delete_30pct,7,0.9992072927806908,0.9990234375,0.0009765625,0.11485745903337374,40133,0,20,39.0,39.1923828125,87,0,embed_pca_key,0.10862048711561312,40133
Railways,audited,vertex_delete_50pct,7,0.9896910328494462,0.9873046875,0.0126953125,0.09627166599966586,31961,0,13,31.0,31.2119140625,70,6,embed_pca_key,0.08675936184800212,31961
Railways,audited,object_delete_30pct,7,0.9992060340153568,0.9990234375,0.0009765625,0.10109762498177588,37236,0,15,36.0,36.36328125,106,0,embed_pca_key,0.1335978484649596,37236
Railways,audited,object_delete_90pct,7,0.9418658131647025,0.927734375,0.072265625,0.014187707973178476,5385,9,0,5.0,5.2587890625,14,53,embed_pca_key,0.2740699265875635,5385
Railways,audited,vertex_add_10pct,7,1.0,1.0,0.0,0.14383512496715412,57092,0,34,55.0,55.75390625,145,0,embed_pca_key,0.12583739954282278,57092
Railways,audited,vertex_add_30pct,7,0.9984126984126984,0.998046875,0.001953125,0.14196099998662248,66579,0,41,65.0,65.0185546875,121,0,embed_pca_key,0.1284931715641122,66579
Railways,audited,vertex_add_50pct,7,0.9848376368068771,0.9814453125,0.0185546875,0.16349825001088902,75829,0,46,73.5,74.0517578125,122,5,embed_pca_key,0.13715964728517485,75829
Railways,audited,noise_10pct_0p6tau_m,7,1.0,1.0,0.0,0.11942695803008974,52474,0,30,51.0,51.244140625,129,0,embed_pca_key,0.12545982984382217,52474
Railways,audited,noise_50pct_1p4tau_m,7,0.8888252969706695,0.865234375,0.134765625,0.13084566598990932,52474,0,32,51.0,51.244140625,78,31,embed_pca_key,0.12546024386511384,52474
Railways,audited,legacy_noise_50pct_1p4degrees,7,0.8938204568265324,0.869140625,0.130859375,0.12086587504018098,52474,0,31,51.0,51.244140625,80,39,embed_pca_key,0.0022819875869608455,52474
Railways,audited,compound_metric,7,0.9273593075193723,0.912109375,0.087890625,0.0849992919829674,30225,0,12,29.0,29.5166015625,55,33,embed_pca_key,0.14255904699741248,30226
Railways,audited,vertex_delete_30pct,8,0.9992060340153568,0.9990234375,0.0009765625,0.11541562498314306,40060,0,21,39.0,39.12109375,96,0,embed_pca_key,0.1042038371132608,40060
Railways,audited,vertex_delete_50pct,8,0.9896746569023328,0.9873046875,0.0126953125,0.09619766700780019,31878,0,12,31.0,31.130859375,67,9,embed_pca_key,0.08743214345778494,31878
Railways,audited,object_delete_30pct,8,1.0,1.0,0.0,0.09429529204498976,37724,0,17,37.0,36.83984375,98,0,embed_pca_key,0.11813220844803465,37724
Railways,audited,object_delete_90pct,8,0.9179993433804472,0.8984375,0.1015625,0.012705750006716698,4361,14,0,4.0,4.2587890625,12,70,embed_pca_key,0.09221531217081938,4361
Railways,audited,vertex_add_10pct,8,1.0,1.0,0.0,0.13975395902525634,57131,0,30,56.0,55.7919921875,129,0,embed_pca_key,0.12334772153277405,57131
Railways,audited,vertex_add_30pct,8,0.9968404344402447,0.99609375,0.00390625,0.14420241699554026,66404,0,40,65.0,64.84765625,126,1,embed_pca_key,0.12839866478470247,66404
Railways,audited,vertex_add_50pct,8,0.9841029924901796,0.98046875,0.01953125,0.16765483299968764,75767,0,48,74.0,73.9912109375,129,6,embed_pca_key,0.13548186923033786,75767
Railways,audited,noise_10pct_0p6tau_m,8,1.0,1.0,0.0,0.11969966697506607,52474,0,29,51.0,51.244140625,103,0,embed_pca_key,0.12545972932182212,52474
Railways,audited,noise_50pct_1p4tau_m,8,0.8817212531725408,0.857421875,0.142578125,0.1329329590080306,52474,0,32,51.0,51.244140625,81,27,embed_pca_key,0.12546053993350345,52474
Railways,audited,legacy_noise_50pct_1p4degrees,8,0.8841156057698102,0.8583984375,0.1416015625,0.12202312500448897,52474,0,31,51.0,51.244140625,82,25,embed_pca_key,0.019590948956164426,52474
Railways,audited,compound_metric,8,0.9255763287675958,0.9091796875,0.0908203125,0.08454870799323544,30205,0,12,29.0,29.4970703125,52,25,embed_pca_key,0.054211400964935784,30206
Railways,audited,vertex_delete_30pct,9,0.9992060340153568,0.9990234375,0.0009765625,0.11491208296502009,40088,0,18,39.0,39.1484375,102,0,embed_pca_key,0.11035537794239987,40088
Railways,audited,vertex_delete_50pct,9,0.9912429266746571,0.9892578125,0.0107421875,0.09373704099562019,31773,0,14,31.0,31.0283203125,81,3,embed_pca_key,0.08593232028218209,31773
Railways,audited,object_delete_30pct,9,1.0,1.0,0.0,0.09626237500924617,35947,0,18,35.0,35.1044921875,109,0,embed_pca_key,0.15219166323647623,35947
Railways,audited,object_delete_90pct,9,0.9408194102441675,0.9267578125,0.0732421875,0.013949332991614938,4803,12,0,5.0,4.6904296875,14,64,embed_pca_key,0.11970400271454812,4803
Railways,audited,vertex_add_10pct,9,1.0,1.0,0.0,0.2229192079976201,57210,0,33,56.0,55.869140625,131,0,embed_pca_key,0.12580090635734692,57210
Railways,audited,vertex_add_30pct,9,0.9984126984126984,0.998046875,0.001953125,0.14314304100116715,66565,0,40,65.0,65.0048828125,114,0,embed_pca_key,0.13294507617585916,66565
Railways,audited,vertex_add_50pct,9,0.9762294351155035,0.970703125,0.029296875,0.16900587501004338,75940,0,46,74.0,74.16015625,115,12,embed_pca_key,0.13621781489301746,75940
Railways,audited,noise_10pct_0p6tau_m,9,1.0,1.0,0.0,0.12161912501323968,52474,0,31,51.0,51.244140625,122,0,embed_pca_key,0.12545968368269667,52474
Railways,audited,noise_50pct_1p4tau_m,9,0.8910668340466762,0.8671875,0.1328125,0.13407070899847895,52474,0,29,51.0,51.244140625,76,27,embed_pca_key,0.12546059082093133,52474
Railways,audited,legacy_noise_50pct_1p4degrees,9,0.8976269238408823,0.8759765625,0.1240234375,0.1229168749996461,52474,0,29,51.0,51.244140625,78,45,embed_pca_key,0.01939497602351633,52474
Railways,audited,compound_metric,9,0.9283486568979007,0.912109375,0.087890625,0.08062979200622067,30194,0,13,29.0,29.486328125,49,29,embed_pca_key,0.09859711578428981,30194
Railways,audited,vertex_delete_30pct,10,0.9992072927806908,0.9990234375,0.0009765625,0.11329333297908306,40050,0,18,39.0,39.111328125,100,0,embed_pca_key,0.10564251024084978,40050
Railways,audited,vertex_delete_50pct,10,0.9856928196185967,0.982421875,0.017578125,0.0946302079828456,31743,0,11,31.0,30.9990234375,74,2,embed_pca_key,0.09039532328227774,31743
Railways,audited,object_delete_30pct,10,0.9992072927806908,0.9990234375,0.0009765625,0.09621962503297254,36739,0,19,36.0,35.8779296875,88,0,embed_pca_key,0.14698930678171274,36739
Railways,audited,object_delete_90pct,10,0.9502179278615238,0.9375,0.0625,0.015195166983176023,5638,4,0,5.0,5.505859375,13,58,embed_pca_key,0.2644995457579723,5638
Railways,audited,vertex_add_10pct,10,1.0,1.0,0.0,0.14066020800964907,57132,0,33,56.0,55.79296875,135,0,embed_pca_key,0.12491460084733935,57132
Railways,audited,vertex_add_30pct,10,0.9992060340153568,0.9990234375,0.0009765625,0.1428136249887757,66527,0,42,64.0,64.9677734375,138,2,embed_pca_key,0.13148331632023208,66527
Railways,audited,vertex_add_50pct,10,0.9809523809523809,0.9765625,0.0234375,0.16845983295934275,75912,0,47,74.0,74.1328125,117,2,embed_pca_key,0.13128703944519207,75912
Railways,audited,noise_10pct_0p6tau_m,10,0.9992072927806908,0.9990234375,0.0009765625,0.12328716699266806,52474,0,30,51.0,51.244140625,121,0,embed_pca_key,0.1254597636019337,52474
Railways,audited,noise_50pct_1p4tau_m,10,0.8991045000242524,0.8779296875,0.1220703125,0.1344237079611048,52474,0,34,51.0,51.244140625,74,24,embed_pca_key,0.12546070922188565,52474
Railways,audited,legacy_noise_50pct_1p4degrees,10,0.8855427505337032,0.8603515625,0.1396484375,0.1226246670121327,52474,0,29,51.0,51.244140625,76,35,embed_pca_key,0.00022767297718380463,52474
Railways,audited,compound_metric,10,0.9217463305935938,0.9033203125,0.0966796875,0.08125733397901058,30027,0,14,29.0,29.3232421875,50,32,embed_pca_key,0.10139477509545423,30028
Building,audited,no_attack,0,0.9992072927806908,0.9990234375,0.0009765625,0.17425675003323704,37076,0,14,34.0,36.20703125,207,0,embed_pca_key,0.593208142824246,43465
Building,audited,crop_half_centroids,0,1.0,1.0,0.0,0.09355550003238022,21196,0,7,20.0,20.69921875,67,0,embed_pca_key,0.438242308729769,24393
Building,audited,rotation_45,0,0.9888888888888889,0.986328125,0.013671875,0.18251666595460847,38969,0,14,35.0,38.0556640625,237,0,pca_++,0.5932081428242473,43465
Building,audited,rotation_90,0,0.9992072927806908,0.9990234375,0.0009765625,0.17843262501992285,37076,0,14,34.0,36.20703125,207,0,pca_++,0.5932081428242469,43465
Building,audited,rotation_135,0,0.9864975311979914,0.9833984375,0.0166015625,0.17417333298362792,38969,0,14,35.0,38.0556640625,210,0,pca_++,0.5932081428242473,43465
Building,audited,rotation_180,0,0.9992072927806908,0.9990234375,0.0009765625,0.17848241602769122,37076,0,14,34.0,36.20703125,207,0,embed_pca_key,0.593208142824247,43465
Building,audited,rotation_225,0,0.9888888888888889,0.986328125,0.013671875,0.1785945410374552,39383,0,14,35.0,38.4599609375,311,0,pca_++,0.5932081428242492,43465
Building,audited,rotation_270,0,0.9992072927806908,0.9990234375,0.0009765625,0.17888633301481605,37076,0,14,34.0,36.20703125,207,0,pca_++,0.5932081428242466,43465
Building,audited,rotation_315,0,0.9880860940501621,0.9853515625,0.0146484375,0.18951437500072643,39022,0,14,35.0,38.107421875,238,1,pca_++,0.5932081428242482,43465
Building,audited,translation_10,0,0.9992072927806908,0.9990234375,0.0009765625,0.182950709015131,37076,0,14,34.0,36.20703125,207,1,pca_++,0.5932081428242503,43465
Building,audited,scale_0p5,0,0.9992072927806908,0.9990234375,0.0009765625,0.17173445801017806,37076,0,14,34.0,36.20703125,207,1,embed_pca_key,0.593208142824246,43465
Building,audited,reverse_vertices,0,0.9992072927806908,0.9990234375,0.0009765625,0.16509754199068993,37076,0,14,34.0,36.20703125,207,0,embed_pca_key,0.5932081428242474,43465
Building,audited,reverse_objects,0,0.9992072927806908,0.9990234375,0.0009765625,0.18313691701041535,37076,0,14,34.0,36.20703125,207,0,embed_pca_key,0.5932081428242484,43465
Building,audited,vertex_delete_30pct,1,0.9865689713385979,0.9833984375,0.0166015625,0.16431745898444206,28000,0,9,26.0,27.34375,140,9,embed_pca_key,0.5930665603491021,34389
Building,audited,vertex_delete_50pct,1,0.9178618090372692,0.8984375,0.1015625,0.1558178749983199,22353,0,7,21.0,21.8291015625,126,36,embed_pca_key,0.5948104434503162,28742
Building,audited,object_delete_30pct,1,0.9992072927806908,0.9990234375,0.0009765625,0.13355883298208937,25887,0,5,24.0,25.2802734375,158,1,embed_pca_key,0.6022645429050544,30366
Building,audited,object_delete_90pct,1,0.920985497016259,0.904296875,0.095703125,0.020545292005408555,3809,32,0,3.0,3.7197265625,32,76,embed_pca_key,0.6403086917663934,4462
Building,audited,vertex_add_10pct,1,0.9976275174167505,0.9970703125,0.0029296875,0.18494058400392532,40771,0,15,38.0,39.8154296875,192,2,embed_pca_key,0.594544485183269,47160
Building,audited,vertex_add_30pct,1,0.9857930616854663,0.982421875,0.017578125,0.19713425001828,48218,0,24,46.0,47.087890625,168,7,embed_pca_key,0.5931359175957709,54607
Building,audited,vertex_add_50pct,1,0.9517049809007414,0.9404296875,0.0595703125,0.21105720900231972,55594,0,29,54.0,54.291015625,139,18,embed_pca_key,0.592137946618061,61983
Building,audited,noise_10pct_0p6tau_m,1,0.9976212494588167,0.9970703125,0.0029296875,0.18219862499972805,37076,0,15,35.0,36.20703125,176,1,embed_pca_key,0.5932073049729812,43465
Building,audited,noise_50pct_1p4tau_m,1,0.8599937028844652,0.830078125,0.169921875,0.17796129098860547,37076,0,18,36.0,36.20703125,79,46,embed_pca_key,0.5932007591755,43465
Building,audited,legacy_noise_50pct_1p4degrees,1,0.8544644706350994,0.8232421875,0.1767578125,0.19112741702701896,41913,0,22,40.0,40.9306640625,88,46,embed_pca_key,0.009090189739033855,48302
Building,audited,compound_metric,1,0.8436705460214161,0.8095703125,0.1904296875,0.1193866659887135,21344,0,8,20.0,20.84375,65,57,embed_pca_key,0.588440447531614,25806
Building,audited,vertex_delete_30pct,2,0.9912933744490251,0.9892578125,0.0107421875,0.1661478750174865,27989,0,9,26.0,27.3330078125,119,4,embed_pca_key,0.594516245073275,34378
Building,audited,vertex_delete_50pct,2,0.9272198326698149,0.91015625,0.08984375,0.1522949580103159,22374,0,7,20.0,21.849609375,134,37,embed_pca_key,0.5958797069559044,28763
Building,audited,object_delete_30pct,2,0.9992060340153568,0.9990234375,0.0009765625,0.12623687501763925,25828,0,9,24.0,25.22265625,146,0,embed_pca_key,0.5868411191631081,30290
Building,audited,object_delete_90pct,2,0.9086579514416282,0.8876953125,0.1123046875,0.02020137500949204,3884,41,0,4.0,3.79296875,17,94,embed_pca_key,0.5872534989054131,4534
Building,audited,vertex_add_10pct,2,0.998416467731765,0.998046875,0.001953125,0.18595137499505654,40823,0,15,38.0,39.8662109375,191,1,embed_pca_key,0.5937401998949915,47212
Building,audited,vertex_add_30pct,2,0.9897098387070937,0.9873046875,0.0126953125,0.20208124996861443,48192,0,27,45.0,47.0625,176,5,embed_pca_key,0.5942253852078732,54581
Building,audited,vertex_add_50pct,2,0.9498833735417496,0.9384765625,0.0615234375,0.2106978339725174,55563,0,31,54.0,54.2607421875,138,21,embed_pca_key,0.5924838103343001,61952
Building,audited,noise_10pct_0p6tau_m,2,0.9992072927806908,0.9990234375,0.0009765625,0.17683779197977856,37076,0,16,35.0,36.20703125,179,1,embed_pca_key,0.5932070665033282,43465
Building,audited,noise_50pct_1p4tau_m,2,0.8694679402308364,0.841796875,0.158203125,0.18265345803229138,37076,0,19,36.0,36.20703125,81,43,embed_pca_key,0.5932013194909949,43465
Building,audited,legacy_noise_50pct_1p4degrees,2,0.845780063222062,0.814453125,0.185546875,0.18810954201035202,41874,0,21,41.0,40.892578125,93,40,embed_pca_key,0.005767149058247404,48263
Building,audited,compound_metric,2,0.8548742192918972,0.822265625,0.177734375,0.11663920799037442,21270,0,7,20.0,20.771484375,68,60,embed_pca_key,0.5953352001845382,25711
Building,audited,vertex_delete_30pct,3,0.9913120913931104,0.9892578125,0.0107421875,0.16576479200739413,28082,0,7,26.0,27.423828125,138,4,embed_pca_key,0.5921703521355878,34471
Building,audited,vertex_delete_50pct,3,0.9249084106299355,0.9072265625,0.0927734375,0.1521822499926202,22411,0,5,20.0,21.8857421875,118,40,embed_pca_key,0.5933353878742119,28800
Building,audited,object_delete_30pct,3,0.9976212494588167,0.9970703125,0.0029296875,0.1284521659836173,25329,0,7,23.0,24.7353515625,157,0,embed_pca_key,0.6069574418471078,29752
Building,audited,object_delete_90pct,3,0.9044631854511279,0.8828125,0.1171875,0.019845292030368,3815,51,0,3.0,3.7255859375,37,78,embed_pca_key,0.6052861569152922,4468
Building,audited,vertex_add_10pct,3,0.9976212494588167,0.9970703125,0.0029296875,0.18048495898256078,40865,0,17,38.0,39.9072265625,192,2,embed_pca_key,0.5933222917997684,47254
Building,audited,vertex_add_30pct,3,0.9928769101909565,0.9912109375,0.0087890625,0.19435004197293893,48188,0,26,46.0,47.05859375,168,6,embed_pca_key,0.5956769578730616,54577
Building,audited,vertex_add_50pct,3,0.9504683268597219,0.9384765625,0.0615234375,0.20605737500591204,55606,0,32,54.0,54.302734375,144,23,embed_pca_key,0.5938833946216969,61995
Building,audited,noise_10pct_0p6tau_m,3,0.9976212494588167,0.9970703125,0.0029296875,0.18293616699520499,37076,0,15,35.0,36.20703125,191,1,embed_pca_key,0.5932088607496624,43465
Building,audited,noise_50pct_1p4tau_m,3,0.8619113282606592,0.8330078125,0.1669921875,0.2261108339880593,37076,0,17,36.0,36.20703125,79,55,embed_pca_key,0.5932088346987722,43465
Building,audited,legacy_noise_50pct_1p4degrees,3,0.8544273421124284,0.822265625,0.177734375,0.1864124170388095,41791,0,18,40.5,40.8115234375,84,34,embed_pca_key,0.015503887881210153,48180
Building,audited,compound_metric,3,0.8714547195138539,0.84375,0.15625,0.12179195805219933,22067,0,8,21.0,21.5498046875,74,55,embed_pca_key,0.5895855912991746,26594
Building,audited,vertex_delete_30pct,4,0.9841533753355969,0.98046875,0.01953125,0.16502616700017825,28005,0,10,26.0,27.3486328125,121,3,embed_pca_key,0.5951676254222975,34394
Building,audited,vertex_delete_50pct,4,0.9181386990182479,0.8984375,0.1015625,0.15986562496982515,22349,0,7,20.5,21.8251953125,139,37,embed_pca_key,0.595985384629141,28738
Building,audited,object_delete_30pct,4,0.998416467731765,0.998046875,0.001953125,0.13679950003279373,25867,0,9,24.0,25.2607421875,147,1,embed_pca_key,0.5963224078767031,30355
Building,audited,object_delete_90pct,4,0.9134388187853678,0.8955078125,0.1044921875,0.02152104099513963,3747,50,0,3.0,3.6591796875,28,64,embed_pca_key,0.6085555715433189,4400
Building,audited,vertex_add_10pct,4,0.9992060340153568,0.9990234375,0.0009765625,0.1810261249775067,40818,0,16,38.0,39.861328125,193,0,embed_pca_key,0.5928115708409526,47207
Building,audited,vertex_add_30pct,4,0.9912770761713202,0.9892578125,0.0107421875,0.42850879195611924,48247,0,28,46.0,47.1162109375,158,1,embed_pca_key,0.592456761893969,54636
Building,audited,vertex_add_50pct,4,0.9528623888586019,0.9423828125,0.0576171875,0.21844099997542799,55534,0,32,54.0,54.232421875,142,15,embed_pca_key,0.5930022035626596,61923
Building,audited,noise_10pct_0p6tau_m,4,0.998416467731765,0.998046875,0.001953125,0.18361966597149149,37076,0,17,35.0,36.20703125,176,2,embed_pca_key,0.5932080258086139,43465
Building,audited,noise_50pct_1p4tau_m,4,0.8671443441788924,0.8388671875,0.1611328125,0.18977854202967137,37076,0,14,36.0,36.20703125,94,35,embed_pca_key,0.5932054624621814,43465
Building,audited,legacy_noise_50pct_1p4degrees,4,0.8406763595577968,0.80859375,0.19140625,0.18758074997458607,41818,0,21,41.0,40.837890625,97,49,embed_pca_key,0.016330441581606483,48207
Building,audited,compound_metric,4,0.8704679118408525,0.83984375,0.16015625,0.1319001250085421,21503,0,6,21.0,20.9990234375,66,55,embed_pca_key,0.5845851703567683,25983
Building,audited,vertex_delete_30pct,5,0.9865975359104104,0.9833984375,0.0166015625,0.2241529999882914,27883,0,9,26.0,27.2294921875,137,5,embed_pca_key,0.5926400175187497,34272
Building,audited,vertex_delete_50pct,5,0.9232013375459771,0.9052734375,0.0947265625,0.17645370797254145,22192,0,7,20.0,21.671875,128,36,embed_pca_key,0.5951055178829608,28581
Building,audited,object_delete_30pct,5,1.0,1.0,0.0,0.13554158300394192,25676,0,8,24.0,25.07421875,155,0,embed_pca_key,0.5929599280663225,30105
Building,audited,object_delete_90pct,5,0.919068562238781,0.90234375,0.09765625,0.02004283299902454,3716,42,0,3.0,3.62890625,26,76,embed_pca_key,0.5724781411338439,4360
Building,audited,vertex_add_10pct,5,0.9976212494588167,0.9970703125,0.0029296875,0.18788049998693168,40870,0,16,38.0,39.912109375,197,0,embed_pca_key,0.5928375245885534,47259
Building,audited,vertex_add_30pct,5,0.9897310513749396,0.9873046875,0.0126953125,0.2109560000244528,48262,0,24,46.0,47.130859375,174,3,embed_pca_key,0.593864375777673,54651
Building,audited,vertex_add_50pct,5,0.9572119785872795,0.947265625,0.052734375,0.21593866602052003,55659,0,20,54.0,54.3544921875,147,21,embed_pca_key,0.5922981455549055,62048
Building,audited,noise_10pct_0p6tau_m,5,0.9968316796877463,0.99609375,0.00390625,0.1838103329646401,37076,0,15,35.0,36.20703125,176,1,embed_pca_key,0.5932079012347481,43465
Building,audited,noise_50pct_1p4tau_m,5,0.875934691757569,0.8486328125,0.1513671875,0.1801213329890743,37076,0,18,36.0,36.20703125,84,40,embed_pca_key,0.593204722608108,43465
Building,audited,legacy_noise_50pct_1p4degrees,5,0.8578449887973801,0.826171875,0.173828125,0.1966583749745041,41899,0,25,41.0,40.9169921875,97,43,embed_pca_key,0.0182569036876417,48288
Building,audited,compound_metric,5,0.8724679918629662,0.841796875,0.158203125,0.1276028749998659,21320,0,7,20.0,20.8203125,74,69,embed_pca_key,0.5962818383052344,25765
Building,audited,vertex_delete_30pct,6,0.9890070377074779,0.986328125,0.013671875,0.1918095409637317,27976,0,10,26.0,27.3203125,137,3,embed_pca_key,0.5939870163425809,34365
Building,audited,vertex_delete_50pct,6,0.9199051266869852,0.9013671875,0.0986328125,0.16250241600209847,22312,0,6,20.5,21.7890625,135,28,embed_pca_key,0.5964667856371784,28701
Building,audited,object_delete_30pct,6,1.0,1.0,0.0,0.13134170800913125,26179,0,7,24.0,25.5654296875,148,1,embed_pca_key,0.5887836458635624,30655
Building,audited,object_delete_90pct,6,0.8903467799217704,0.8662109375,0.1337890625,0.022115333005785942,3414,64,0,3.0,3.333984375,17,69,embed_pca_key,0.6226546583247997,4013
Building,audited,vertex_add_10pct,6,0.998416467731765,0.998046875,0.001953125,0.19352249999064952,40795,0,18,38.0,39.8388671875,197,1,embed_pca_key,0.592459680248081,47184
Building,audited,vertex_add_30pct,6,0.9904508826595099,0.98828125,0.01171875,0.2089754159678705,48371,0,24,46.0,47.2373046875,159,3,embed_pca_key,0.5932578800666606,54760
Building,audited,vertex_add_50pct,6,0.9494665046424035,0.9384765625,0.0615234375,0.2278802499640733,55638,0,30,54.0,54.333984375,147,14,embed_pca_key,0.5922391111886827,62027
Building,audited,noise_10pct_0p6tau_m,6,0.9992072927806908,0.9990234375,0.0009765625,0.18254975002491847,37076,0,16,34.0,36.20703125,186,2,embed_pca_key,0.5932085341648288,43465
